ky	961304416
mn	956700910
fh	949061474
vd	948786360
hf	943913834
cp	943130273
iw	937945354
kb	920890175
uo	911010799
fd	897530021
wy	893249955
aq	882410135
md	874654976
aj	862401373
kf	858798087
mw	853594935
bc	851766051
yu	849379055
fw	839573399
ih	828926953
dj	819560690
wp	812895043
bt	810975838
cm	789252854
hh	780236030
sq	750514602
pf	750300132
fb	743537251
kr	740459498
wc	739335953
uw	731912653
kc	719563902
km	718788756
wm	715128430
iq	714359764
kp	704408597
ku	678961264
sj	678346544
mh	665327302
cn	661266058
fg	650480543
fn	605786093
ux	605592840
kw	604099193
wd	598852489
tk	592138618
pg	575977478
mg	575888276
ez	572494203
yv	566509018
xx	554737300
pb	553313511
yj	546404776
wb	541505398
tj	536726231
uh	524903236
vs	517563727
wf	511762732
cf	503867826
dk	500625217
xm	500340477
ji	483957192
kg	471310827
rj	467618387
bd	467149365
pw	465388310
cb	460498864
xo	460487734
nz	459403891
oz	450998032
kd	444574347
bp	443158074
hg	437064808
ij	413267980
pn	411327563
uv	409837804
xs	408373665
xu	407474891
zz	406963963
tz	399047698
yy	396710835
tx	384005616
cg	380593440
yk	377466618
xy	372725127
cv	364293955
bn	353904700
xf	339528185
nq	331688568
bh	320626864
xh	319250039
cw	314285016
xb	306237503
zu	296673637
uz	294900207
wu	285828898
lj	284682384
rq	276576452
rz	271040922
hv	268620105
vc	267332451
wj	266620064
fv	260726492
cq	246622061
sx	243932875
mv	242727741
gv	241097967
gk	238985937
nx	234953096
wg	230184684
dq	226027310
vy	224764337
bf	218548224
vr	217059171
hq	217009782
xl	214535838
kk	212180979
xr	211474506
xd	209666964
fj	207854544
ql	207584203
yz	202799496
hk	202305693
zy	202018221
kj	197923765
bw	197562503
vu	191219786
hj	189902193
vt	189305399
pv	186219865
sz	182604914
mj	181720004
rx	177324040
tq	172016016
uu	170247936
bg	168267558
pk	167240984
wk	162689468
vp	160573271
vg	159448024
vb	159300324
jp	158759746
gj	158380167
mk	156392461
zl	155799204
xw	154494871
xv	153643160
bv	152346227
hz	150561714
wv	149685312
fk	148461915
uj	145269456
cz	141710058
vl	138973795
jr	137430055
kv	137367043
oq	137285683
vh	136916226
yq	136052248
qs	135719258
xn	135354237
xg	135146866
dx	128002023
vm	127476300
mx	127278984
zs	123498745
iy	121243061
qa	117748793
vn	116774291
js	116730486
vw	116491832
lz	115185658
wx	114261838
lq	111266921
jc	107858822
gz	105114918
pq	102094564
wz	101939100
zd	101168986
zc	99863167
zh	99349469
qi	99281600
cj	97724802
zr	95348467
jk	95237627
fx	94629102
qt	92435217
dz	88576018
px	87171181
lx	86895575
zm	84167126
zb	82447517
qr	82307906
jm	75950627
pj	75706008
zt	75009362
yx	74171966
jd	72160777
bk	70233089
cx	70060659
vf	70032606
gq	69240897
vv	69205951
bx	64498535
jb	62340028
zp	60233607
zn	59963870
fq	59735805
uq	59614067
bz	57979840
gx	56198278
zw	54956316
qc	52341229
pz	51530668
hx	49621720
jn	49314888
vx	47815439
zf	45439062
jt	44567068
jv	43025818
qf	42521152
jl	41748140
mz	41663902
mq	41533036
jh	40926707
zg	40237172
xk	38953406
qw	38662144
jf	37277622
zk	37189199
kq	37052361
fz	36509757
jj	36263263
qp	35805858
kx	35373414
jw	34888766
qm	34592319
kz	34039551
zj	31370967
xj	30189609
qh	29313112
qn	28847084
jg	28530574
qd	28407229
bq	27287934
wq	27284705
zv	25612956
qe	25297860
qb	25058796
qo	25047812
xz	23383121
vk	21599286
xq	20714339
qq	16554628
zx	16061325
qv	15697108
vj	15424672
qg	15295164
jy	10880910
vq	8637649
qk	8123073
jz	8070227
qx	7684606
vz	7573361
qj	6944827
qy	6901470
zq	6170496
jx	5682177
qz	4293975
jq	2858953
